Province_State,Last_Update,Confirmed,Deaths,Recovered,Active,Case_Fatality_Ratio
Washington,2021-04-29,400149,5474,NA,NA,1.3679904235672211
West Virginia,2021-04-29,152301,2673,NA,NA,1.7550771170248392
Wisconsin,2021-04-29,658696,7534,NA,NA,1.1437749735841725
Wyoming,2021-04-29,57999,707,NA,NA,1.2189865342505906
Alabama,2020-04-30,6979,256,NA,6656,NA
Alaska,2020-04-30,355,9,240,346,NA
Arizona,2020-04-30,7209,308,1475,6901,NA
Arkansas,2020-04-30,3193,57,1249,3136,NA
California,2020-04-30,49310,1950,NA,46801,NA
Colorado,2020-04-30,14758,766,2275,13992,NA
Connecticut,2020-04-30,26767,2169,NA,24598,NA
Delaware,2020-04-30,4655,206,1173,4511,NA
District of Columbia,2020-04-30,4106,205,660,3901,NA
Florida,2020-04-30,33193,1218,NA,31975,NA
Georgia,2020-04-30,25775,1101,NA,24674,NA
Hawaii,2020-04-30,613,16,505,597,NA
Idaho,2020-04-30,1952,60,1087,1892,NA
Illinois,2020-04-30,50358,2215,NA,48143,NA
Indiana,2020-04-30,17182,1116,NA,16218,NA
Iowa,2020-04-30,6843,148,2428,6695,NA
Kansas,2020-04-30,3839,134,266,3705,NA
Kentucky,2020-04-30,4537,234,1617,4303,NA
Louisiana,2020-04-30,27660,1845,17303,25815,NA
Maine,2020-04-30,1056,52,615,1004,NA
Maryland,2020-04-30,20849,1078,1361,19771,NA
Massachusetts,2020-04-30,60265,3405,NA,56860,NA
Michigan,2020-04-30,40399,3670,8342,36729,NA
Minnesota,2020-04-30,4644,319,2043,4325,NA
Mississippi,2020-04-30,6569,250,3413,6319,NA
Missouri,2020-04-30,7761,339,NA,7322,NA
Montana,2020-04-30,451,16,382,435,NA
Nebraska,2020-04-30,3851,56,NA,3795,NA
Nevada,2020-04-30,4934,230,100,4704,NA
New Hampshire,2020-04-30,2058,60,936,1998,NA
New Jersey,2020-04-30,116365,6771,15642,109594,NA
New Mexico,2020-04-30,3213,112,705,3101,NA
New York,2020-04-30,299691,23375,53238,276214,NA
North Carolina,2020-04-30,10180,382,NA,9798,NA
North Dakota,2020-04-30,1033,19,437,1014,NA
Ohio,2020-04-30,17303,1050,NA,16366,NA
Oklahoma,2020-04-30,3473,214,2319,3259,NA
Oregon,2020-04-30,2446,101,NA,2345,NA
Pennsylvania,2020-04-30,46427,2432,NA,43954,NA
Rhode Island,2020-04-30,8247,340,391,7996,NA
South Carolina,2020-04-30,5882,231,3252,5651,NA
South Dakota,2020-04-30,2373,13,1492,2360,NA
Tennessee,2020-04-30,10366,195,5140,10171,NA
Texas,2020-04-30,27542,803,12507,26503,NA
Utah,2020-04-30,4497,45,1790,4452,NA
Vermont,2020-04-30,862,47,NA,815,NA
Virginia,2020-04-30,14962,522,2042,14440,NA
Washington,2020-04-30,14070,828,NA,13269,NA
West Virginia,2020-04-30,1110,38,504,1072,NA
Wisconsin,2020-04-30,6520,308,NA,6212,NA
Wyoming,2020-04-30,545,7,362,538,NA
Alabama,2021-04-30,527513,10887,NA,NA,2.063835393630109
Alaska,2021-04-30,68002,347,NA,NA,0.5102791094379577
Arizona,2021-04-30,861653,17305,NA,NA,2.0083490685925773
Arkansas,2021-04-30,335529,5735,NA,NA,1.70924122803096
California,2021-04-30,3740038,61366,NA,NA,1.6489672030070284
Colorado,2021-04-30,509194,6284,NA,NA,1.2341072361418242
Connecticut,2021-04-30,338447,8084,NA,NA,2.3885571448409944
Delaware,2021-04-30,104038,1624,NA,NA,1.560968107806763
District of Columbia,2021-04-30,47614,1105,NA,NA,2.3207459990759016
Florida,2021-04-30,2228212,35084,NA,NA,1.5745359956772516
Georgia,2021-04-30,1098723,20158,NA,NA,1.8346753458332992
Hawaii,2021-04-30,33659,483,NA,NA,1.4349802430256395
Idaho,2021-04-30,187479,2045,NA,NA,1.0907888350161885
Illinois,2021-04-30,1331848,24252,NA,NA,1.8210666140040117
Indiana,2021-04-30,718948,13324,NA,NA,1.8532633792708235
Iowa,2021-04-30,364486,5931,NA,NA,1.6272229934757438
Kansas,2021-04-30,310014,4979,NA,NA,1.593798989723045
Kentucky,2021-04-30,443408,6497,NA,NA,1.4652419442139069
Louisiana,2021-04-30,457896,10376,NA,NA,2.2660167374250917
Maine,2021-04-30,60945,782,NA,NA,1.2831241283124128
Maryland,2021-04-30,446459,8718,NA,NA,1.9526989040427003
Massachusetts,2021-04-30,687638,17594,NA,NA,2.558613689179481
Michigan,2021-04-30,932604,18716,NA,NA,2.006853927283177
Minnesota,2021-04-30,573938,7221,NA,NA,1.2581498349995992
Mississippi,2021-04-30,311654,7195,NA,NA,2.3086499772183253
Missouri,2021-04-30,590973,9132,NA,NA,1.5452482600727953
Montana,2021-04-30,108663,1570,NA,NA,1.444834028142054
Nebraska,2021-04-30,219559,2243,NA,NA,1.0215932847207356
Nevada,2021-04-30,314928,5459,NA,NA,1.7334120814916425
New Hampshire,2021-04-30,94676,1301,NA,NA,1.3741602940555158
New Jersey,2021-04-30,995365,25529,NA,NA,2.5647877914132
New Mexico,2021-04-30,197447,4058,NA,NA,2.0552350757418445
New York,2021-04-30,2044345,52006,NA,NA,2.5538253083505964
North Carolina,2021-04-30,967521,12631,NA,NA,1.305501379298227
North Dakota,2021-04-30,107298,1522,NA,NA,1.4184793751980465
Ohio,2021-04-30,1070771,19769,NA,NA,1.7919797977345295
Oklahoma,2021-04-30,447931,6788,NA,NA,1.5154119719331771
Oregon,2021-04-30,183830,2491,NA,NA,1.355056302018169
Pennsylvania,2021-04-30,1151913,26176,NA,NA,2.278505488533003
Rhode Island,2021-04-30,147897,2669,NA,NA,1.8046343063077683
South Carolina,2021-04-30,577550,9495,NA,NA,1.6440135053242144
South Dakota,2021-04-30,122532,1962,NA,NA,1.6012143766526294
Tennessee,2021-04-30,846472,12188,NA,NA,1.4398586131614513
Texas,2021-04-30,2890257,50164,NA,NA,1.7356242022768218
Utah,2021-04-30,396985,2197,NA,NA,0.5534214139073265
Vermont,2021-04-30,22824,246,NA,NA,1.077812828601472
Virginia,2021-04-30,658341,10751,NA,NA,1.6330442734084616
Washington,2021-04-30,401718,5487,NA,NA,1.365883530237629
West Virginia,2021-04-30,152733,2674,NA,NA,1.7507676795453504
Wisconsin,2021-04-30,659600,7542,NA,NA,1.143420254699818
Wyoming,2021-04-30,58069,707,NA,NA,1.2175170917356937
Alabama,2020-05-01,7187,272,0,6816,NA
Alaska,2020-05-01,355,9,252,94,NA
Arizona,2020-05-01,7655,320,1499,5836,NA
Arkansas,2020-05-01,3281,61,1305,1915,NA
California,2020-05-01,50712,2029,0,48099,NA
Colorado,2020-05-01,15284,777,2415,12092,NA
Connecticut,2020-05-01,27700,2257,0,25443,NA
Delaware,2020-05-01,4734,212,1275,3307,NA
District of Columbia,2020-05-01,4323,224,660,3439,NA
Florida,2020-05-01,33690,1268,0,32422,NA
Georgia,2020-05-01,26264,1132,0,25132,NA
Hawaii,2020-05-01,618,16,516,86,NA
Idaho,2020-05-01,1984,60,1121,803,NA
Illinois,2020-05-01,52918,2355,0,50563,NA
Indiana,2020-05-01,17835,1161,0,16721,NA
Iowa,2020-05-01,7145,162,2697,4286,NA
Kansas,2020-05-01,4413,134,272,4007,NA
Kentucky,2020-05-01,4708,240,1668,2800,NA
Louisiana,2020-05-01,28001,1905,17303,8793,NA
Maine,2020-05-01,1095,53,631,411,NA
Maryland,2020-05-01,21742,1140,1432,19170,NA
Massachusetts,2020-05-01,62205,3562,0,58643,NA
Michigan,2020-05-01,41379,3789,8342,29248,NA
Minnesota,2020-05-01,5136,343,2172,2621,NA
Mississippi,2020-05-01,6815,261,3413,3141,NA
Missouri,2020-05-01,7953,351,0,7468,NA
Montana,2020-05-01,453,16,392,45,NA
Nebraska,2020-05-01,4281,70,0,4211,NA
Nevada,2020-05-01,5053,243,158,4652,NA
New Hampshire,2020-05-01,2146,72,980,1094,NA
New Jersey,2020-05-01,118652,7228,15642,95782,NA
New Mexico,2020-05-01,3411,123,734,2554,NA
New York,2020-05-01,304372,23479,54771,226014,NA
North Carolina,2020-05-01,10754,406,0,10348,NA
North Dakota,2020-05-01,1067,19,458,590,NA
Ohio,2020-05-01,18027,1080,0,17051,NA
Oklahoma,2020-05-01,3618,222,2401,995,NA
Oregon,2020-05-01,2510,103,0,2407,NA
Pennsylvania,2020-05-01,48056,2529,0,45496,NA
Rhode Island,2020-05-01,8621,364,461,7894,NA
South Carolina,2020-05-01,6095,244,3252,2599,NA
South Dakota,2020-05-01,2449,17,1573,859,NA
Tennessee,2020-05-01,10735,199,5140,5396,NA
Texas,2020-05-01,28890,847,12507,15408,NA
Utah,2020-05-01,4672,46,1939,2687,NA
Vermont,2020-05-01,866,49,0,817,NA
Virginia,2020-05-01,15847,552,2104,13191,NA
Washington,2020-05-01,14327,836,0,13513,NA
West Virginia,2020-05-01,1125,41,545,539,NA
Wisconsin,2020-05-01,6854,316,3352,3186,NA
Wyoming,2020-05-01,559,7,371,181,NA
Alabama,2021-05-01,527922,10896,NA,NA,2.0639412640503707
Alaska,2021-05-01,68148,347,NA,NA,0.5091858895345425
Arizona,2021-05-01,862497,17324,NA,NA,2.0085866965334374
Arkansas,2021-05-01,335725,5739,NA,NA,1.7094348052721722
California,2021-05-01,3742115,61461,NA,NA,1.6589014501157768
Colorado,2021-05-01,510966,6295,NA,NA,1.2319802100335444
Connecticut,2021-05-01,339233,8097,NA,NA,2.3868550524270935
Delaware,2021-05-01,104405,1625,NA,NA,1.5564388678703127
District of Columbia,2021-05-01,47697,1105,NA,NA,2.316707549741074
Florida,2021-05-01,2233518,35161,NA,NA,1.574242965581652
Georgia,2021-05-01,1100187,20190,NA,NA,1.8351425712174383
Hawaii,2021-05-01,33851,483,NA,NA,1.4268411568343624
Idaho,2021-05-01,187656,2046,NA,NA,1.090292876326896
Illinois,2021-05-01,1335055,24291,NA,NA,1.8196118970302366
Indiana,2021-05-01,720425,13332,NA,NA,1.85057431377312
Iowa,2021-05-01,364844,5950,NA,NA,1.6308340002850534
Kansas,2021-05-01,310600,4983,NA,NA,1.5920798454603993
Kentucky,2021-05-01,444127,6501,NA,NA,1.4637704980782524
Louisiana,2021-05-01,458581,10382,NA,NA,2.2639402853585295
Maine,2021-05-01,61213,784,NA,NA,1.2807736918628396
Maryland,2021-05-01,447401,8744,NA,NA,1.9543988502484348
Massachusetts,2021-05-01,688973,17610,NA,NA,2.555978245881914
Michigan,2021-05-01,936467,18753,NA,NA,2.0025265172184388
Minnesota,2021-05-01,575812,7237,NA,NA,1.2568338277076545
Mississippi,2021-05-01,311900,7199,NA,NA,2.3081115742225067
Missouri,2021-05-01,591637,9138,NA,NA,1.5445281481719364
Montana,2021-05-01,108817,1571,NA,NA,1.4437082441162683
Nebraska,2021-05-01,219826,2244,NA,NA,1.0208073658256984
Nevada,2021-05-01,315438,5464,NA,NA,1.7321945992556382
New Hampshire,2021-05-01,94886,1303,NA,NA,1.3732268195518833
New Jersey,2021-05-01,997223,25554,NA,NA,2.562516107229777
New Mexico,2021-05-01,197733,4067,NA,NA,2.0568139865374016
New York,2021-05-01,2048150,52055,NA,NA,2.551473280765569
North Carolina,2021-05-01,969752,12651,NA,NA,1.3045603412006368
North Dakota,2021-05-01,107473,1523,NA,NA,1.4171001088645518
Ohio,2021-05-01,1072312,19791,NA,NA,1.7919797977345295
Oklahoma,2021-05-01,448305,6788,NA,NA,1.5141477342434282
Oregon,2021-05-01,184812,2495,NA,NA,1.3500205614354046
Pennsylvania,2021-05-01,1156326,26209,NA,NA,2.2725537423559867
Rhode Island,2021-05-01,148186,2671,NA,NA,1.8024644703278312
South Carolina,2021-05-01,578659,9497,NA,NA,1.6412083800649433
South Dakota,2021-05-01,122660,1967,NA,NA,1.6036197619435841
Tennessee,2021-05-01,847430,12197,NA,NA,1.4392929209492231
Texas,2021-05-01,2893928,50219,NA,NA,1.73532306263321
Utah,2021-05-01,397323,2202,NA,NA,0.5542090440271518
Vermont,2021-05-01,22952,246,NA,NA,1.0718020216103172
Virginia,2021-05-01,659590,10770,NA,NA,1.6328325171697569
Washington,2021-05-01,403040,5499,NA,NA,1.3643807066296152
West Virginia,2021-05-01,153128,2679,NA,NA,1.7495167441617467
Wisconsin,2021-05-01,660450,7550,NA,NA,1.1431599666893784
Wyoming,2021-05-01,58142,707,NA,NA,1.2159884420900553
Alabama,2020-05-02,7440,289,0,7005,NA
Alaska,2020-05-02,364,9,254,101,NA
Arizona,2020-05-02,7969,330,1528,6111,NA
Arkansas,2020-05-02,3337,64,1973,1300,NA
California,2020-05-02,52536,2128,0,49900,NA
Colorado,2020-05-02,15793,821,2486,12486,NA
Connecticut,2020-05-02,28764,2339,4346,22079,NA
Delaware,2020-05-02,4918,224,1403,3356,NA
District of Columbia,2020-05-02,4658,231,666,3761,NA
Florida,2020-05-02,34728,1314,0,33414,NA
Georgia,2020-05-02,27489,1169,0,26320,NA
Hawaii,2020-05-02,619,16,526,77,NA
Idaho,2020-05-02,2015,63,1175,777,NA
Illinois,2020-05-02,56055,2457,0,53598,NA
Indiana,2020-05-02,18630,1198,0,17455,NA
Iowa,2020-05-02,7884,170,2899,4815,NA
Kansas,2020-05-02,4634,140,280,4214,NA
Kentucky,2020-05-02,4882,246,1675,2961,NA
Louisiana,2020-05-02,28711,1970,17303,9438,NA
Maine,2020-05-02,1123,55,657,411,NA
Maryland,2020-05-02,23472,1080,1517,20875,NA
Massachusetts,2020-05-02,64311,3716,0,60595,NA
Michigan,2020-05-02,42356,3866,8342,30148,NA
Minnesota,2020-05-02,5730,370,2282,3078,NA
Mississippi,2020-05-02,7212,281,3413,3518,NA
Missouri,2020-05-02,8284,361,0,7707,NA
Montana,2020-05-02,453,16,397,40,NA
Nebraska,2020-05-02,5008,73,0,4935,NA
Nevada,2020-05-02,5248,246,182,4820,NA
New Hampshire,2020-05-02,2310,81,980,1249,NA
New Jersey,2020-05-02,121203,7538,15642,98010,NA
New Mexico,2020-05-02,3513,131,760,2622,NA
New York,2020-05-02,308314,23928,56187,228088,NA
North Carolina,2020-05-02,11070,419,0,10651,NA
North Dakota,2020-05-02,1107,23,482,602,NA
Ohio,2020-05-02,18743,1129,0,17740,NA
Oklahoma,2020-05-02,3748,230,2467,1051,NA
Oregon,2020-05-02,2579,104,0,2475,NA
Pennsylvania,2020-05-02,49645,2694,0,46944,NA
Rhode Island,2020-05-02,8962,378,485,8198,NA
South Carolina,2020-05-02,6258,256,3622,2380,NA
South Dakota,2020-05-02,2525,21,1686,818,NA
Tennessee,2020-05-02,11891,204,5546,6141,NA
Texas,2020-05-02,29970,882,14122,14730,NA
Utah,2020-05-02,4828,46,2062,2720,NA
Vermont,2020-05-02,879,50,0,829,NA
Virginia,2020-05-02,16902,581,2196,14125,NA
Washington,2020-05-02,14637,850,0,13813,NA
West Virginia,2020-05-02,1152,46,555,551,NA
Wisconsin,2020-05-02,7314,327,3352,3635,NA
Wyoming,2020-05-02,566,7,373,186,NA
Alabama,2021-05-02,528309,10913,NA,NA,2.0656471875360816
Alaska,2021-05-02,68148,347,NA,NA,0.5091858895345425
Arizona,2021-05-02,863571,17338,NA,NA,2.007709846671553
Arkansas,2021-05-02,335968,5741,NA,NA,1.7087936946375846
California,2021-05-02,3743681,61548,NA,NA,1.652544647901357
Colorado,2021-05-02,512804,6302,NA,NA,1.2289295715322033
Connecticut,2021-05-02,339233,8097,NA,NA,2.3868550524270935
Delaware,2021-05-02,104621,1626,NA,NA,1.5541812829164317
District of Columbia,2021-05-02,47697,1105,NA,NA,2.316707549741074
Florida,2021-05-02,2238937,35239,NA,NA,1.5739165505773498
Georgia,2021-05-02,1101487,20212,NA,NA,1.83497399424596
Hawaii,2021-05-02,33970,483,NA,NA,1.4218428024727698
Idaho,2021-05-02,187656,2046,NA,NA,1.090292876326896
Illinois,2021-05-02,1337868,24330,NA,NA,1.8187118765697885
Indiana,2021-05-02,721577,13338,NA,NA,1.8484513780234129
Iowa,2021-05-02,365229,5952,NA,NA,1.6296624857281319
Kansas,2021-05-02,310600,4983,NA,NA,1.5920798454603993
Kentucky,2021-05-02,444771,6513,NA,NA,1.4643490695211694
Louisiana,2021-05-02,458581,10382,NA,NA,2.2639402853585295
Maine,2021-05-02,61616,789,NA,NA,1.2805115554401454
Maryland,2021-05-02,448340,8764,NA,NA,1.9547664718740243
Massachusetts,2021-05-02,690279,17617,NA,NA,2.552156446885969
Michigan,2021-05-02,940175,18893,NA,NA,2.009519504347595
Minnesota,2021-05-02,577524,7247,NA,NA,1.2548396257125245
Mississippi,2021-05-02,311900,7199,NA,NA,2.3081115742225067
Missouri,2021-05-02,592687,9145,NA,NA,1.5429729351242734
Montana,2021-05-02,108985,1574,NA,NA,1.4442354452447586
Nebraska,2021-05-02,220032,2245,NA,NA,1.0203061372891216
Nevada,2021-05-02,315438,5464,NA,NA,1.7321945992556382
New Hampshire,2021-05-02,95163,1304,NA,NA,1.3702804661475574
New Jersey,2021-05-02,998812,25588,NA,NA,2.5618434700424104
New Mexico,2021-05-02,197733,4067,NA,NA,2.0568139865374016
New York,2021-05-02,2052022,52107,NA,NA,2.549144209954864
North Carolina,2021-05-02,969752,12651,NA,NA,1.3045603412006368
North Dakota,2021-05-02,107639,1525,NA,NA,1.4167727310733098
Ohio,2021-05-02,1074019,19810,NA,NA,1.7983571945478554
Oklahoma,2021-05-02,448305,6788,NA,NA,1.5141477342434282
Oregon,2021-05-02,185597,2498,NA,NA,1.345926927698185
Pennsylvania,2021-05-02,1159010,26239,NA,NA,2.269768166629153
Rhode Island,2021-05-02,148186,2671,NA,NA,1.8024644703278312
South Carolina,2021-05-02,579556,9506,NA,NA,1.6402211347997433
South Dakota,2021-05-02,122660,1967,NA,NA,1.6036197619435841
Tennessee,2021-05-02,847430,12197,NA,NA,1.4392929209492231
Texas,2021-05-02,2895810,50274,NA,NA,1.7360945642151937
Utah,2021-05-02,397733,2203,NA,NA,0.5538891668531402
Vermont,2021-05-02,23032,247,NA,NA,1.0724209795067732
Virginia,2021-05-02,660553,10777,NA,NA,1.6315117787671845
Washington,2021-05-02,404709,5499,NA,NA,1.3587540677375596
West Virginia,2021-05-02,153498,2679,NA,NA,1.7452996130242742
Wisconsin,2021-05-02,661209,7569,NA,NA,1.1447212605999009
Wyoming,2021-05-02,58142,707,NA,NA,1.2159884420900553
Alabama,2020-05-03,7700,288,0,7323,NA
Alaska,2020-05-03,365,9,261,95,NA
Arizona,2020-05-03,8364,330,1565,6469,NA
Arkansas,2020-05-03,3372,72,1987,1313,NA
California,2020-05-03,53833,2182,0,51167,NA
Colorado,2020-05-03,16225,832,2553,12840,NA
Connecticut,2020-05-03,29287,2436,4346,22505,NA
Delaware,2020-05-03,5038,236,1546,3324,NA
District of Columbia,2020-05-03,4797,240,666,3891,NA
Florida,2020-05-03,35463,1364,0,34099,NA
Georgia,2020-05-03,28331,1177,0,27154,NA
Hawaii,2020-05-03,620,16,532,72,NA
Idaho,2020-05-03,2061,64,1215,782,NA
Illinois,2020-05-03,58505,2559,0,55946,NA
Indiana,2020-05-03,19295,1242,0,18180,NA
Iowa,2020-05-03,8643,175,3156,5312,NA
Kansas,2020-05-03,4885,142,286,4457,NA
Kentucky,2020-05-03,4879,248,1752,2879,NA
Louisiana,2020-05-03,29140,1993,17303,9844,NA
Maine,2020-05-03,1153,56,689,408,NA
Maryland,2020-05-03,24473,1251,1590,21632,NA
Massachusetts,2020-05-03,66263,3846,0,62417,NA
Michigan,2020-05-03,43207,4021,15659,23527,NA
Minnesota,2020-05-03,6232,394,2397,3441,NA
Mississippi,2020-05-03,7441,291,3413,3737,NA
Missouri,2020-05-03,8527,377,0,7980,NA
Montana,2020-05-03,455,16,404,35,NA
Nebraska,2020-05-03,5317,73,0,5244,NA
Nevada,2020-05-03,5389,255,182,4952,NA
New Hampshire,2020-05-03,2429,84,980,1365,NA
New Jersey,2020-05-03,123735,7742,15642,100333,NA
New Mexico,2020-05-03,3732,138,785,2809,NA
New York,2020-05-03,312977,24090,57540,231239,NA
North Carolina,2020-05-03,11588,431,0,11157,NA
North Dakota,2020-05-03,1153,24,510,619,NA
Ohio,2020-05-03,19335,1171,0,18313,NA
Oklahoma,2020-05-03,3851,238,2554,1059,NA
Oregon,2020-05-03,2635,109,0,2526,NA
Pennsylvania,2020-05-03,50558,2753,0,47799,NA
Rhode Island,2020-05-03,9289,402,531,8462,NA
South Carolina,2020-05-03,6489,267,3622,2600,NA
South Dakota,2020-05-03,2588,21,1759,808,NA
Tennessee,2020-05-03,12661,209,5718,6734,NA
Texas,2020-05-03,31126,917,14891,15163,NA
Utah,2020-05-03,4985,49,2185,2751,NA
Vermont,2020-05-03,886,51,0,835,NA
Virginia,2020-05-03,17738,617,2312,14809,NA
Washington,2020-05-03,15003,862,0,14173,NA
West Virginia,2020-05-03,1185,48,572,565,NA
Wisconsin,2020-05-03,7660,334,3698,3628,NA
Wyoming,2020-05-03,579,7,387,185,NA
Alabama,2021-05-03,528597,10913,NA,NA,2.0645217434075485
Alaska,2021-05-03,68148,347,NA,NA,0.5091858895345425
Arizona,2021-05-03,863927,17344,NA,NA,2.007577029077688
Arkansas,2021-05-03,336105,5743,NA,NA,1.7086922241561415
California,2021-05-03,3744937,61612,NA,NA,1.6539397057947838
Colorado,2021-05-03,513765,6304,NA,NA,1.227020135665139
Connecticut,2021-05-03,339233,8097,NA,NA,2.3868550524270935
Delaware,2021-05-03,104909,1626,NA,NA,1.5499146879676673
District of Columbia,2021-05-03,47800,1106,NA,NA,2.3138075313807533
Florida,2021-05-03,2242778,35268,NA,NA,1.5725140874397734
Georgia,2021-05-03,1102789,20212,NA,NA,1.832807545233041
Hawaii,2021-05-03,34082,483,NA,NA,1.4171703538524734
Idaho,2021-05-03,187656,2046,NA,NA,1.090292876326896
Illinois,2021-05-03,1339728,24358,NA,NA,1.818275467464305
Indiana,2021-05-03,722646,13349,NA,NA,1.8472391738140117
Iowa,2021-05-03,365524,5959,NA,NA,1.6302623083573171
Kansas,2021-05-03,310600,4983,NA,NA,1.5920798454603993
Kentucky,2021-05-03,445139,6517,NA,NA,1.4640370760593882
Louisiana,2021-05-03,458581,10382,NA,NA,2.2639402853585295
Maine,2021-05-03,61847,789,NA,NA,1.2757288146555208
Maryland,2021-05-03,448989,8776,NA,NA,1.9546135874152821
Massachusetts,2021-05-03,691172,17621,NA,NA,2.5494377665761925
Michigan,2021-05-03,940175,18893,NA,NA,2.009519504347595
Minnesota,2021-05-03,579235,7253,NA,NA,1.2521688088599618
Mississippi,2021-05-03,311900,7199,NA,NA,2.3081115742225067
Missouri,2021-05-03,593474,9148,NA,NA,1.5414323121147684
Montana,2021-05-03,109030,1574,NA,NA,1.4436393653122994
Nebraska,2021-05-03,220127,2245,NA,NA,1.0198658047399909
Nevada,2021-05-03,315438,5464,NA,NA,1.7321945992556382
New Hampshire,2021-05-03,95377,1305,NA,NA,1.3682544009562054
New Jersey,2021-05-03,1000010,25600,NA,NA,2.5599744002559977
New Mexico,2021-05-03,197733,4067,NA,NA,2.0568139865374016
New York,2021-05-03,2054848,52157,NA,NA,2.5480230167876163
North Carolina,2021-05-03,969752,12651,NA,NA,1.3045603412006368
North Dakota,2021-05-03,107708,1525,NA,NA,1.415865116797267
Ohio,2021-05-03,1075004,19834,NA,NA,1.7938537903114782
Oklahoma,2021-05-03,448305,6788,NA,NA,1.5141477342434282
Oregon,2021-05-03,186344,2501,NA,NA,1.3421414158760143
Pennsylvania,2021-05-03,1161192,26258,NA,NA,2.267116570248469
Rhode Island,2021-05-03,148186,2671,NA,NA,1.8024644703278312
South Carolina,2021-05-03,580273,9520,NA,NA,1.6406070935576875
South Dakota,2021-05-03,122660,1967,NA,NA,1.6036197619435841
Tennessee,2021-05-03,847430,12197,NA,NA,1.4392929209492231
Texas,2021-05-03,2897110,50290,NA,NA,1.7358678130964995
Utah,2021-05-03,398012,2204,NA,NA,0.5537521481764369
Vermont,2021-05-03,23126,247,NA,NA,1.0680619216466316
Virginia,2021-05-03,661314,10791,NA,NA,1.6317513314401328
Washington,2021-05-03,404709,5499,NA,NA,1.3587540677375596
West Virginia,2021-05-03,153918,2686,NA,NA,1.7450850452838524
Wisconsin,2021-05-03,661685,7567,NA,NA,1.143595517504553
Wyoming,2021-05-03,58142,707,NA,NA,1.2159884420900553
Alabama,2020-05-04,7977,290,0,7598,NA
Alaska,2020-05-04,368,9,262,97,NA
Arizona,2020-05-04,8640,362,1597,6681,NA
Arkansas,2020-05-04,3437,76,1999,1362,NA
California,2020-05-04,55323,2220,0,52687,NA
Colorado,2020-05-04,16635,842,2607,13186,NA
Connecticut,2020-05-04,29287,2436,4346,22505,NA
Delaware,2020-05-04,5208,248,1640,3391,NA
District of Columbia,2020-05-04,5016,251,666,4099,NA
Florida,2020-05-04,36078,1379,0,34699,NA
Georgia,2020-05-04,28665,1184,0,27481,NA
Hawaii,2020-05-04,620,17,541,62,NA
Idaho,2020-05-04,2061,64,1267,730,NA
Illinois,2020-05-04,61499,2618,0,58881,NA
Indiana,2020-05-04,19933,1278,0,18801,NA
Iowa,2020-05-04,9175,184,3325,5666,NA
Kansas,2020-05-04,5156,144,286,4726,NA
Kentucky,2020-05-04,5130,253,1752,3125,NA
Louisiana,2020-05-04,29340,2012,17303,10025,NA
Maine,2020-05-04,1185,57,706,422,NA
Maryland,2020-05-04,25462,1281,1666,22515,NA
Massachusetts,2020-05-04,68087,4004,0,64083,NA
Michigan,2020-05-04,43801,4053,15659,24089,NA
